,Central California Coastal,Southern California Coastal,Northern Mojave-Mono Lake,San Francisco Bay,Southern Mojave-Salton Sea,Sacramento,North Lahontan,Upper Columbia,Puget Sound,Yakima,Lower Green,Lower Snake,Middle Snake,Black Rock Desert-Humboldt,Colorado Headwaters,San Joaquin,Tulare-Buena Vista Lakes,Lower Gila,Gunnison,Central Nevada Desert Basins,Central Lahontan,Great Salt Lake,Upper Colorado-Dirty Devil,Upper Colorado-Dolores,White-Yampa,San Juan,Great Divide-Upper Green,Lower Colorado,Salt,Middle Gila,Sonora,Little Colorado,Lower Colorado-Lake Mead,Upper Gila,Oregon-Washington Coastal,Bear,Escalante Desert-Sevier Lake,Kootenai-Pend Oreille-Spokane,Upper Snake,Oregon Closed Basins,Middle Columbia,Klamath-Northern California Coastal,Lower Columbia,Willamette
Sonora,0.029750776537724996,0.36559313246896213,0.12675747552874012,-0.04801420258603608,0.47302499349948823,-0.11385300466080113,-0.13636729395774264,-0.26421123773364125,-0.2534584788208162,-0.22343212613795496,0.09885526318443066,-0.2012045526633589,-0.16672248555544297,-0.14758626520488827,0.16540947201302503,-0.021323431375014516,0.02456595643609585,0.7173328260725906,0.2754008093120608,-0.002391877635805182,-0.04859879739504406,-0.011995675092783572,0.2382895517795462,0.26747506508923413,0.04670413865039993,0.45802817312040717,-0.06948414194135986,0.5818879398964286,0.6748269643062812,0.9335457949849284,1.0,0.5975042718057426,0.24972881833395483,0.8669351001273575,-0.2554743728880094,-0.07433458022299445,0.14505301523072348,-0.22675308651481196,-0.13736108583908574,-0.19376376778070648,-0.22020686003877368,-0.17946574052596656,-0.22696790113483473,-0.22505538773835976
Little Colorado,0.26258129848698597,0.5282726387193222,0.44169991149196636,0.11996405995096654,0.6621085394335647,0.05977116281367453,0.08227289100395666,-0.19955593670628446,-0.22152549240235403,-0.15389661994704704,0.32892396876919294,-0.07834876324398049,0.008335542762015567,0.08968836021664381,0.451820765960128,0.20101389661278915,0.3083841869634176,0.831617469658946,0.6128209382943302,0.2995539319186067,0.1650788648584238,0.18634886960971678,0.6195367879194775,0.6293094876475157,0.3033526096771579,0.8853303866453106,0.11645940166173689,0.8107269319722176,0.9444755284251207,0.7049857826020898,0.5975042718057426,1.0,0.6155196290519829,0.7267836515484709,-0.12444495672662927,0.11655904563936599,0.3931052065421722,-0.13746711793890512,0.07354367532270592,-0.010584221733766457,-0.09654722764710758,-0.00573542613938872,-0.1852468686232344,-0.13641168356082978
Lower Colorado-Lake Mead,0.5578233066520946,0.7287481427099963,0.8473737192288383,0.3249509215387403,0.738799367193737,0.22011053590655524,0.24847420976400816,-0.08004101757892254,-0.12930922880996792,-0.05767489727051782,0.5998071335759158,0.06774287139700151,0.19844017227884397,0.32803437537960123,0.5589795295631355,0.42898738541010606,0.6423464106511184,0.4714718062004347,0.6053324397860245,0.6990194851634214,0.34372879605599965,0.5235966219613857,0.8572546834115182,0.7113432389136545,0.4788400790215152,0.6739153270430328,0.36958264799770985,0.7064043243037184,0.5745265114873032,0.3251442241240332,0.24972881833395483,0.6155196290519829,1.0,0.3183990942845052,-0.004250382333082731,0.34890948236414315,0.8005461148115883,0.001895165532836432,0.2923566074988959,0.14728825012675967,0.022185842235650687,0.11281706055382157,-0.10591959996926398,-0.03158346868609401
Upper Gila,0.07976643615726102,0.3512224259975879,0.18706385850223786,0.0100880336946136,0.491486735873863,-0.05843806649949644,-0.09506649664961264,-0.27123882184891873,-0.25560850765535126,-0.2342514070885392,0.15204194988091166,-0.1605272429861428,-0.12604518838495066,-0.1027445637894382,0.234344748544393,0.059356929980061666,0.09389867740198066,0.7353961422195389,0.3648414614968505,0.07655512526209123,0.020762924357525553,0.028909744435176816,0.32592423815908605,0.34687128970142694,0.10198312321170967,0.5659611591341783,-0.038933083998402535,0.6121813235901413,0.7826158492024283,0.934792847258665,0.8669351001273575,0.7267836515484709,0.3183990942845052,1.0,-0.21845097679643918,-0.03079121283166975,0.20964946396694822,-0.21493114447638803,-0.08727038802764162,-0.1500399710303659,-0.19784801233068122,-0.11160348041008517,-0.2344582362083947,-0.21675681590216694
Oregon-Washington Coastal,0.08698971657685359,-0.11935726158923785,0.019377140655676573,0.18939724251580767,-0.14597177168514072,0.37329138613381574,0.36088045038830346,0.5789813746046591,0.6390332966684439,0.7094565131295175,0.09182857500063117,0.5259471298589092,0.4648688909635961,0.3123655449727839,0.01335337099637249,0.14120710902281258,0.06541495921489987,-0.18420111205044054,-0.04307130916798404,0.1255867976240912,0.20690750162705018,0.18018159527199468,-0.017659189245141475,-0.002564517108766333,0.07689050064549782,-0.11154465997155892,0.1419085009157972,-0.1486761510858801,-0.15162305867585518,-0.24104229691383075,-0.2554743728880094,-0.12444495672662927,-0.004250382333082731,-0.21845097679643918,1.0,0.14707152189545808,0.07761819874588875,0.5364485686745383,0.23791446957904122,0.6293524373872502,0.7951425007557442,0.616329272953383,0.7709118990350795,0.8992400104323378
Bear,0.30724568923724316,0.20912634787945708,0.33018065855033485,0.30082313542800754,0.16553668984036665,0.36435326547809116,0.4291334176727309,0.04762311726673369,0.020862650958442763,0.10097549550532871,0.6079035757762634,0.2904387538619843,0.46889231522108066,0.5742574730483915,0.3774129004235128,0.33598107438132446,0.3517651887911132,0.08212834508057149,0.275906769731479,0.5420810022345187,0.4359932745669414,0.8693805222108163,0.3305199607726128,0.3035128361641974,0.5458383249797714,0.19669079676388854,0.8667219821390844,0.15883987760035098,0.09307501199237367,-0.03318405038132909,-0.07433458022299445,0.11655904563936599,0.34890948236414315,-0.03079121283166975,0.14707152189545808,1.0,0.534951183282813,0.16007460613475022,0.7323766314163261,0.2946273619704073,0.18833946076253388,0.24844433069209748,0.08949443962060011,0.1493049327902911
Escalante Desert-Sevier Lake,0.49660097214983184,0.49944172389825414,0.6963586412779839,0.3574333175338366,0.4676981456474056,0.32007028145810057,0.340513529323714,-0.027856368113277324,-0.06835528060554638,-0.026390041875641174,0.8396150268710643,0.17236420202188246,0.3129134607604014,0.41614819990051194,0.5976419319179208,0.4529691549553684,0.5806281236631239,0.2905207721391663,0.5567762922792644,0.7609329883750285,0.40300189319228835,0.7520758065971657,0.7680072365867372,0.6620213259545676,0.6398509191567774,0.4790221929037982,0.5954827559212463,0.4329586277159849,0.36366418761314173,0.20437888807129043,0.14505301523072348,0.3931052065421722,0.8005461148115883,0.20964946396694822,0.07761819874588875,0.534951183282813,1.0,0.0810207688382669,0.39439512588079095,0.26598475977737923,0.09700175186198473,0.23312499813899537,-0.0440641575030234,0.060214523526609144
Kootenai-Pend Oreille-Spokane,0.03752338778293145,-0.0935994987729204,0.02666775880217791,0.11935704381845243,-0.11120115382556736,0.24801136320082062,0.26366004511858065,0.8321764727772097,0.6042034542327681,0.7030724356759642,0.10704715089870263,0.7816445125259492,0.4778653538234326,0.2559383384274368,-0.0036577172419495836,0.10251168546450273,0.06195328695910084,-0.1400178242786612,-0.06542487297829291,0.10832857091206911,0.16930423903142866,0.17179914847872282,-0.005356404507987153,-0.0238203945878238,0.08711897126338544,-0.10259124513908369,0.20236944382043626,-0.09821988900697995,-0.14468876206584846,-0.21168587668701486,-0.22675308651481196,-0.13746711793890512,0.001895165532836432,-0.21493114447638803,0.5364485686745383,0.16007460613475022,0.0810207688382669,1.0,0.309774603623748,0.4493124246516687,0.6407640326988393,0.3281951442402328,0.6018328766430097,0.5307931978004834
Upper Snake,0.29576626721843235,0.1613390794577309,0.3058610925327534,0.35013828611366216,0.12006138637632809,0.43085792652666416,0.5423359592432359,0.1362740679373372,0.06457063436258369,0.1936413622604672,0.43178410567054765,0.5322957688888487,0.7472486188544224,0.6774639128218521,0.3183944316495395,0.34645824369807077,0.34606418332622874,0.04738919605604322,0.21856868624185513,0.4587458200465678,0.4782646748605384,0.632890543275968,0.2806759063603635,0.2347436417904487,0.39143305141418794,0.14760605421058998,0.6315781090597619,0.10976664111324026,0.05012172527217568,-0.09535127685283513,-0.13736108583908574,0.07354367532270592,0.2923566074988959,-0.08727038802764162,0.23791446957904122,0.7323766314163261,0.39439512588079095,0.309774603623748,1.0,0.4956258950672526,0.3392405996841646,0.3384168523482655,0.16607714470507967,0.2227205552071307
Oregon Closed Basins,0.19854108804468756,0.004011339902232254,0.17504481398727653,0.30152581416658497,-0.02626427227403842,0.6033894623346291,0.6607812244790686,0.28866992089341026,0.21599993472054174,0.3754111195730535,0.2746221278646071,0.6698886815168238,0.8533130912510205,0.6083745009643244,0.17412196699670693,0.30510839886476104,0.2199141817714507,-0.08435531381723145,0.10038390318591843,0.30014661064033443,0.4195033441017725,0.33890583423861004,0.1623220126877672,0.1493209733126816,0.22454289977928818,0.01867419119283534,0.2611691256439229,-0.04935548414152775,-0.04335993019320629,-0.15397430603568377,-0.19376376778070648,-0.010584221733766457,0.14728825012675967,-0.1500399710303659,0.6293524373872502,0.2946273619704073,0.26598475977737923,0.4493124246516687,0.4956258950672526,1.0,0.7121146097309635,0.7829849397978697,0.34978574678231883,0.5500340075605848
Middle Columbia,0.1141680340551314,-0.07017216063316727,0.0745943556388599,0.19203650604531142,-0.10901627184600149,0.3725739984819531,0.36186400437238847,0.5422491712750478,0.4724193475058203,0.7561583673133964,0.09774317974452991,0.7814743892983974,0.6261460821653291,0.32859560974378516,0.0263357357443652,0.16370088420550022,0.12910204744778983,-0.14725601245839778,-0.01670731774895243,0.13008333783792475,0.22483566080601228,0.18462868186812104,-0.012536299251187794,0.0015801199828179963,0.07230292182353883,-0.09576810769784859,0.17723740329050405,-0.11293462942344344,-0.12226220744607848,-0.20775280991677056,-0.22020686003877368,-0.09654722764710758,0.022185842235650687,-0.19784801233068122,0.7951425007557442,0.18833946076253388,0.09700175186198473,0.6407640326988393,0.3392405996841646,0.7121146097309635,1.0,0.5476900727579316,0.7342127283390497,0.8438378569662256
Klamath-Northern California Coastal,0.1859023270359251,-0.0127641338270343,0.1454881408273291,0.46791245945317317,-0.04231448279762679,0.8058876014925974,0.7113991424841115,0.2236654220010847,0.16391417945098125,0.28202285575413205,0.23304749932625876,0.4598872771322331,0.6102844106395399,0.572134251337797,0.13372375776242826,0.38331962782950973,0.18459298229792118,-0.0885638744205943,0.0718572780465434,0.32481177467203215,0.50017706987458,0.3180280776690294,0.1375478804848373,0.1262695012779175,0.1747743893846491,0.007137419713126908,0.17240827996406186,-0.07514511788561984,-0.028769053411915674,-0.12645806068809917,-0.17946574052596656,-0.00573542613938872,0.11281706055382157,-0.11160348041008517,0.616329272953383,0.24844433069209748,0.23312499813899537,0.3281951442402328,0.3384168523482655,0.7829849397978697,0.5476900727579316,1.0,0.2788263840595863,0.4873149498692199
Lower Columbia,-0.03928713843695539,-0.2019765807413323,-0.08563460892737546,0.03011792749270414,-0.21017492295644843,0.14972521223446106,0.15448849792438044,0.7037651066200753,0.7492348161413946,0.9212644731344485,-0.02500850103433552,0.5338606160948776,0.3009540666739646,0.13415565025947326,-0.09925571737597232,-0.0010075660563945196,-0.03568721581142815,-0.2141461510927543,-0.12304308411047285,-0.013754328824330786,0.07073451190505511,0.060630862874439674,-0.12528370115227544,-0.10820256346775092,-0.015316687168183175,-0.15893522888293157,0.08336664228739424,-0.1965763189810075,-0.22005097803908472,-0.24519772975163628,-0.22696790113483473,-0.1852468686232344,-0.10591959996926398,-0.2344582362083947,0.7709118990350795,0.08949443962060011,-0.0440641575030234,0.6018328766430097,0.16607714470507967,0.34978574678231883,0.7342127283390497,0.2788263840595863,1.0,0.8208870196119259
Willamette,0.0928299919704391,-0.12949499057878833,0.002214081275768483,0.163319657811187,-0.1521780201888525,0.3335059589697939,0.3292771701444152,0.5392465672155748,0.5519169074621851,0.7547955828352736,0.07443388480733408,0.5464354828919362,0.4277183987898052,0.27580158336658145,-0.004843088955324735,0.14081815961497554,0.08258598834335865,-0.1774694158893061,-0.06349403444548118,0.10320973950517894,0.20662790629615596,0.17263198161145663,-0.06279194048421488,-0.03692708739331787,0.07141793027039368,-0.12907302792084174,0.1397215561502596,-0.15042004852142218,-0.16012308379577736,-0.23217117257417813,-0.22505538773835976,-0.13641168356082978,-0.03158346868609401,-0.21675681590216694,0.8992400104323378,0.1493049327902911,0.060214523526609144,0.5307931978004834,0.2227205552071307,0.5500340075605848,0.8438378569662256,0.4873149498692199,0.8208870196119259,1.0
