time,Central California Coastal,Southern California Coastal,Northern Mojave-Mono Lake,San Francisco Bay,Southern Mojave-Salton Sea,Sacramento,North Lahontan,Upper Columbia,Puget Sound,Yakima,Lower Green,Lower Snake,Middle Snake,Black Rock Desert-Humboldt,Colorado Headwaters,San Joaquin,Tulare-Buena Vista Lakes,Lower Gila,Gunnison,Central Nevada Desert Basins,Central Lahontan,Great Salt Lake,Upper Colorado-Dirty Devil,Upper Colorado-Dolores,White-Yampa,San Juan,Great Divide-Upper Green,Lower Colorado,Salt,Middle Gila,Sonora,Little Colorado,Lower Colorado-Lake Mead,Upper Gila,Oregon-Washington Coastal,Bear,Escalante Desert-Sevier Lake,Kootenai-Pend Oreille-Spokane,Upper Snake,Oregon Closed Basins,Middle Columbia,Klamath-Northern California Coastal,Lower Columbia,Willamette
1998-01-01,20.35886493555941,-28.90274358535907,-38.24706601294382,-12.253364539013049,5.600991610604979,72.62209250439288,-3.6627215230426344,24.96439902244758,20.508624929836685,43.09257250481113,-39.424061106358906,26.69196283626654,-1.7225783606128289,-7.329090682986191,-26.034837563150923,0.7941397905227348,6.824668425502026,-26.239329168996193,-42.32806734926331,-29.15731602593734,-1.5785436154174164,-27.002604287054893,-39.73104080446363,-42.764939686632644,-31.345902027801188,-32.38863292540205,-37.502976523134784,-18.020278799902172,-24.808525783533128,-39.94657935788872,-52.77091062467203,-40.326812217075634,-35.5429559487957,-38.89173219834687,65.07400436790613,-31.047087518078044,-37.85085870087596,28.89610374157735,-27.065040298800533,-5.835247809972131,29.280087491707192,59.76183053168846,66.46327493587809,91.58863814224787
1998-02-01,229.28886125420266,71.11228968020485,151.1104763636124,147.4711164062769,88.47619643203372,139.92530311871974,146.62708301833982,-7.508053652430263,-14.205326065529903,40.51839059023399,88.45829761817592,78.49007802355115,99.41668921104404,143.667063253894,66.27015009624407,238.8988288391548,242.6724257110361,65.01793380784598,12.454901116839011,159.58155600135217,304.9523371604056,135.42531393163532,57.242722731364765,27.08659877648786,70.04500132493799,72.97598072489575,82.25878423564377,77.18028974448195,69.60305418093664,16.063030334705644,0.9380558966190904,66.9357226452864,94.90573316592874,11.518255092310554,57.6215700079418,114.71544898842981,115.64346819707589,26.826463934045577,82.57047900036638,90.23651540779339,64.73629503205173,41.42751757509134,39.79342926798947,126.91349532383914
1998-03-01,-63.60477640299368,0.4698239607050283,-20.61753074143583,-53.09727923625091,21.672993698124344,-37.18954756032106,-23.05412799026591,-20.697979641171685,-20.26975554311433,-27.54928949709314,-2.735990163742855,12.206955982492957,12.419832047861007,-19.88622970138924,42.925882807764054,-41.94778705888746,-61.45496371208846,24.82527019354704,49.96348971639293,-47.77968853976064,-17.743628745595174,-60.86046321267587,14.652736547643173,32.8441289099018,-15.519541589818147,17.127523136585054,-34.61471103630687,27.919767365471017,14.316527680042356,49.802575868841416,55.92549191924992,0.7686829550805498,8.498475246137616,53.20812114916059,-25.768809543060584,-54.408099759389,-33.48554997413396,16.752876846296516,-9.831618397519179,-0.6054154147310129,-14.931942204578277,-35.88082791106437,-30.238072594800954,-31.592713962855576
1998-04-01,-20.642074147207452,-86.04421998730778,-37.70396746579648,4.696135116559105,-51.80352419323414,45.60954681907157,69.95788973270288,-45.110832579979466,-42.20440472390135,-3.5668190271002373,84.13525226534975,116.39097857580086,84.18869029719889,60.618450544053815,67.56956804758951,2.7354406997832683,-28.72451890490983,-51.797557474220156,49.99848531963735,20.223992769157206,35.622419265160005,97.8223779310257,-6.025657355651219,8.265018358191753,90.86211645601219,9.960516256380572,133.1556010894614,-40.38077998924349,-54.22396083895674,-45.66361502327271,-42.984306387291525,-37.29285048414738,-29.434402857647328,-17.19660948932605,-15.160630038426788,243.74807536026432,23.521310901449723,12.740330105040442,165.0405057633668,45.542239098066034,52.08283066746796,32.10342392340536,29.425460965077818,-32.11774386304076
1998-05-01,-38.69174703438047,-30.831833168142467,12.72441113079006,-17.74103310855753,-49.54278315382274,18.3776654546231,24.750187921087388,-15.25645814696766,-11.526672911297197,-29.2913797970116,107.56694673033286,84.94331525206039,54.99402978666541,-3.659223220703666,59.091651111053835,-2.6855441214990776,-29.189584992165095,-58.418384419294284,46.87134602118218,9.54022832024944,22.549223556136837,25.193039488432817,57.090620896516214,63.320473669177204,70.23954520364867,2.9081155354102464,36.9128431966227,-51.32800976466177,-46.786392276259846,-45.79843457926056,-50.26462625178283,-21.81372127870324,-2.872197672481235,-42.955068818297974,36.161360964735124,0.6418184322518812,73.30930841162728,13.25628302087766,36.537881154843774,34.42630834026764,5.370220899421213,45.15030761314884,13.324491254324244,25.97055024900216
1998-06-01,-30.62779444386871,-53.29507087073297,-46.32702094099598,-82.22182904913032,-69.85545264873151,-12.853971781281587,-5.179116632780676,-12.702955023599259,49.01821324330024,1.679929909612568,-34.07354903300188,-23.60280544356982,-31.174129582979603,-33.95870389905862,-84.9889871837367,-53.61399881780818,-21.760801325476706,-68.79537333245668,-95.78383572593846,-37.421257157706705,-65.36156090877905,-40.84409094610018,-75.5298438406113,-86.50671539972828,-54.985574467868375,-87.19059050915428,-27.880004441984,-80.04388593342374,-89.3047507692022,-75.90746498898909,-65.68028682030746,-92.76215212291856,-80.66070290753517,-82.9534076450115,3.1104038796962072,-39.393710475838645,-58.65253694115542,-18.693475553369097,-34.39776955119049,-49.839608012729926,-42.95303348206306,-35.73893417315044,18.841878766896173,13.323026622776638
1998-07-01,-96.61155714351432,-113.32674966917644,-117.26609675359144,-72.20655993755621,-125.24976990040741,-6.17878053057143,-39.81458791715605,-12.136151296770137,-12.411761642589227,-0.06598594294842997,-97.44018011621311,5.266878643719508,-44.315205961455405,-54.29100627191404,-94.5151164100143,-92.8604828112477,-91.21101128643393,-148.94779873957376,-93.30922972418563,-57.678646161651855,-52.24867026589905,-70.40122999022581,-100.02716401365254,-96.23842008139032,-89.34528828756365,-78.23876874038521,-70.7487004705942,-130.30901093838074,-129.67234236175335,-144.34461600074852,-126.62363024561077,-100.65270819634225,-104.3145234272207,-137.49263241795967,-2.8727965321337336,-61.35831270604457,-97.27750179389689,16.59787926771915,-72.7665027764279,-15.336034776943961,-2.9949300413433946,56.38230356033279,-10.622928709900492,-8.742900362392959
1998-08-01,-2.044856018233361,-34.447998172086926,-67.13292096631625,-60.05769334617787,-58.245497707033124,-48.036304793604984,-27.02751164594116,56.3660731891095,27.9604065829259,34.66066273557594,-88.68358437555845,3.758986403814845,-13.78195045780744,-35.255557357309286,-91.28973141460119,2.803853872679639,-47.60575594553683,-115.29111040774194,-102.29212653433838,-50.029258040905816,-42.73302659747972,-68.10294169547775,-114.92021686672314,-106.12048937901268,-101.74729485598566,-91.69323481516557,-73.21299702479553,-89.73768650591849,-119.71303971309752,-117.85516868991974,-109.55701327944041,-106.05075745702005,-79.34744253430324,-120.36509975193066,19.51348114362834,-52.78715748455916,-69.2906401140398,45.83606643639487,-18.79613361280518,-20.882322040291328,9.808439604887752,-16.712221641468105,35.071941964365266,29.01466250346519
1998-09-01,-25.723895215611222,-35.45879467400155,-24.367082592944797,77.81025363435111,-46.67662978256682,118.7883735206683,133.34723609019895,3.453203240563596,0.8362594817367608,-0.1124789451617687,72.49343805427213,27.765032241514803,62.153312512573635,116.81034324196052,55.79336937006359,3.4849126098389576,-32.70507443423814,-67.63485720440517,38.63082380804532,21.46062985315821,73.94052674726703,68.00703053303944,7.816442071622959,42.36210319636601,122.92240020285044,-9.676064756238333,75.46302455000244,-58.4172933519247,-41.09688797084678,-22.097646813643152,-3.7700255990997107,-33.51685640111323,-10.434231568407753,-29.040998367041396,-15.047874627592392,59.51173966175321,21.940947197863665,10.304591287469947,60.98804678894443,33.589216337301025,-8.929622250606414,48.457180127595706,-3.539936214989609,-18.01883178129237
1998-10-01,-38.296096740164344,-69.35819634288687,-62.78836122056368,-33.72387945996556,-66.76860501574794,-14.290046899331116,-1.0245539570803999,-9.430485526662252,-6.905304898709858,-12.992508519884282,-31.212157267677185,4.7762634623991005,8.767008215287419,-5.13680648744635,-31.103610311160608,-19.221910074019476,-39.17269609956733,-26.981919507544106,-45.470851305218474,-39.59440973283465,-13.466258754810283,-35.65627804535502,-57.304139178388695,-53.12271261704659,-18.19985673603253,-29.17348508068588,-28.65369870493913,-46.773909283842016,-33.009874164000365,-23.676144479177225,-36.02574146976848,-33.49759795768912,-61.30741185831336,-29.125945665776484,-8.20849873911365,-34.672629977416875,-54.592455185217666,9.225842114822882,-9.058839055635097,3.158794786534088,-15.897953226127058,-2.153988107891152,-20.010530859726224,-10.50227145182447
